Route,Airline,Plane,Stops
LNO?DSD,9W,B748,0
LNO?TVL,XP,A320,0
LNO?PGK,EK,757,0
LNO?ADS,WW,A124,0
LNO?TKP,GL,777,0
LNO?YTY,LX,A321,0
LNO?BWX,CV,L1011,0
LNO?LXN,CK,DC10,0
LEL?BKM,CP,MD90,0
LEL?FST?PSR,AB,A319,1
LEL?LYA,US,B763,0
LEL?LKP,AA,M90,0
LDH?EPL,NK,757,0
LDH?TLS,XE,B789,0
LDH?JJG,YX,A310,0
LDH?YGH,CZ,B777,0
LDH?KEM,QF,B788,0
LDH?RSH,BR,A333,0
LDH?NZE,QX,B736,0
LDH?MXH?SPY,SQ,DC-8,1
LDH?ARE,bxr,B735,0
LDH?EKN,AI,B737,0
IRG?BDD,YV,E170,0
IRG?GFY,AM,B744,0
IRG?NIU,MX,MD-88,0
IRG?PDU,ER,B773,0
IRG?NVK,KE,717,0
IRG?BIM,FJ,B737,0
IRG?LTD,ER,MD11,0
IRG?SIA?DKS?JCR,VS,E170,2
IRG?FOD,CX,767,0
IRG?BPE,LH,IL-62,0
IRG?LSL,F9,DH8,0
IRG?GHC,FI,CRJ7,0
IRG?KES,LP,E190,0
IRG?ARB,MT,B763,0
IRG?KAB,XE,B736,0
LSY?CAZ,VS,A319,0
LSY?HVD,A8,IL-96,0
LSY?VRC?QSF,QF,DC10,1
LSY?BZH,2Q,A310,0
LSY?WMH,B6,MD-87,0
LSY?OLM,KE,B773,0
LSY?ORW,SY,C-99,0
LSY?YCM,KL,A333,0
LSY?HEW,CZ,AN-124,0
LSY?BEF,WO,E175,0
LSY?NNT,SE,AN-124,0
LSY?NEU,DL,B739,0
LHG?TJV?CAE,HA,A321,1
LHG?JNN,WN,B772,0
LHG?DGL,QF,A321,0
LRE?HKT,CM,B777,0
LRE?NZY,ER,A333,0
LRE?GFO,A8,747,0
LRE?OBL,EY,B762,0
LRE?LEU,EK,A319,0
LRE?WDR,WW,A343,0
LRE?MAM,DH,737,0
LRE?OJC?LBG,EV,E170,1
LRE?BUR,QK,EMB,0
LRE?STE,CZ,A330,0
LER?WHF,UA,B763,0
LER?YKN,bxr,L1011,0
LER?LAP,XP,E175,0
LER?LUA,XP,AN-124,0
LER?LLF,BF,B738,0
LER?FDY,BBB,MD83,0
LVO?PZL,LX,SA-227,0
LVO?WDH?NRA,EI,764,1
LVO?LBE,CK,MD-11,0
LVO?PKX,PR,747,0
LVO?AJA,2Q,MD83,0
LVO?MWK,VX,B788,0
LVO?GPT,YV,MD83,0
UBB?CMQ,DH,DC-10,0
UBB?LOT,SY,B763,0
UBB?YZH,LX,A359,0
UBB?WMO,B6,B748,0
UBB?YIN?JNU?IGL,CX,SSR-100,2
UBB?UIB,FJ,787,0
UBB?SOY,AS,B735,0
MKR?DYG,AC,IL-96,0
MKR?UYL,EZ,L1011,0
MKR?ARA,LH,B789,0
MKR?JNZ,CZ,B735,0
MKR?FRD,AI,A330,0
MKR?NAA,AF,747,0
MKR?DLK,9S,B772,0
MKR?SNZ?DHA,KR,787,1
MKR?BBC,9W,B773,0
MKR?UGU,CM,A343,0
MKR?KCH,WN,757,0
MKR?KGE,QX,737,0
MIM?KUV,EY,IL-96,0
MIM?YAA,EI,B764,0
MIM?PZY,DL,B737,0
MIM?SWX,B6,A333,0
MIM?SRH,GL,A319,0
MIM?UPB?JAX,VX,CRJ7,1
MGT?SBB,G4,B736,0
MGT?CZS,GB,MD11,0
MGT?TQQ,F9,A340,0
MGT?ZER,9S,B737,0
MGT?RVS,TZ,B-99,0
MGT?PTY,WI,A320,0
MGT?BRL,NW,DC10,0
MGT?AGE,BA,CRJ9,0
MNG?ISE,XJ,B788,0
MNG?JUJ?SRY,TZ,B762,1
MNG?HOU,YX,MD11,0
MNG?MCY,YV,B-99,0
MCV?ASM,AC,A340,0
MCV?DTE,XE,A346,0
MCV?IDA,FL,EMB,0
MCV?DU9,AC,B712,0
MCV?ISO,KR,B763,0
MCV?CYR,HA,B748,0
MCV?CLO,FI,B788,0
MCV?KGG?CYZ,QK,A124,1
MCV?COF,LP,DH8,0
MCV?BTE,WW,A300,0
MCV?KAW,4O,MD-88,0
MCV?EAU,YX,M90,0
MQL?PBR,WO,MD11,0
MQL?ALE,TA,B742,0
MQL?CKY,K4,A300,0
MQL?MZR,OZ,MD-11,0
MQL?SPR,AF,C-99,0
MQL?STD?TJI?LDX,US,DC-9,2
MQL?BJA,EZ,A380,0
MQL?BFF,F9,MD90,0
MQL?SJJ,FL,M90,0
MQL?DEB,GB,747,0
MQL?AGT,MQ,MD90,0
MQL?NJF,EK,MD11,0
MQL?RWI,TZ,B737,0
MQL?SRH,XP,DC10,0
MMG?NFL,CK,B752,0
MMG?RUH?LTD,Y4,B773,1
MMG?CTL,EZ,DH8,0
MMG?MKS,MX,E175,0
MMG?AMQ,SK,A321,0
MMG?ISE,EI,A300,0
MMG?STS,AY,787,0
MMG?LYC,LP,B752,0
MMG?VLL,GB,DH8,0
MMG?MHR,AC,A332,0
MMG?HYA,VX,B744,0
MMG?DGO?CZU,PR,B733,1
MMG?YDN,CP,M90,0
MMG?YSY,EY,CRJ9,0
MMG?TEQ,BR,767,0
MRZ?SSN,CX,B753,0
MRZ?TCQ,AF,AN-124,0
MRZ?BKM,XJ,DC-8,0
MRZ?MHK,LX,IL-62,0
MRZ?KRY,VS,DC-8,0
MRZ?GTR,EI,727,0
MRZ?VCD?VIL,CK,MD83,1
MOV?GDC,PR,DC-9,0
MOV?GIF,WN,787,0
MOV?ALM,AC,EMB,0
MOV?OND,RW,B742,0
MOV?YQL,XE,B733,0
MOV?PLV,YV,MD-11,0
MOV?LRM,JL,C-99,0
MOV?FEN,F9,A343,0
MOV?MQJ,TZ,DC10,0
MYA?TJI?COJ,LH,767,1
MYA?ZEM,JL,A319,0
MYA?YLT,NK,DC-10,0
MYA?CVS,Y4,DC-8,0
MYA?HPB,MQ,EMB,0
MYA?ABH,MX,A346,0
MGB?PZS,QF,B773,0
MGB?GNS,TZ,B772,0
MGB?YQM,BR,B-99,0
MGB?HIM,MT,B735,0
MGB?VXO?HIR?CHX,AS,DC-10,2
MGB?WBQ,CA,A340,0
ONG?HUQ,XP,DC-9,0
ONG?NAL,SK,B738,0
ONG?COJ,DH,B748,0
ONG?TOW,EK,CRJ9,0
MYI?YGM,AI,CRJ7,0
MYI?IXD,CP,SA-227,0
MYI?NPE,4O,B735,0
MYI?CKT,SQ,MD-80,0
MYI?ZLO?ERC,9S,B712,1
MYI?GCI,BA,747,0
MYI?BOM,AY,B712,0
MYI?VSE,AS,767,0
MYI?DLD,MQ,EMB,0
MYI?LXA,FX,MD-80,0
MYI?TAS,EY,A340,0
MYI?PYR,Y4,B788,0
MYI?EVX,CM,AN-124,0
MYI?SZT,LX,B712,0
MBH?AVL?NEG,K4,EMB,1
MBH?PNS,SE,B-99,0
MBH?ARA,EK,MD-80,0
NRA?SIT,SE,A380,0
NRA?HBE,EY,B788,0
NRA?NZY,CX,M90,0
NRA?KET,9S,B752,0
NRA?RUA,QX,A320,0
NRA?KYS,HA,767,0
NRA?HDH,TA,B-99,0
NRA?VNO?JER,QF,MD11,1
NAA?KNG,AB,B773,0
NAA?UNA,GB,B736,0
NAA?KWN,YX,B737,0
NAA?PMS,MQ,C-99,0
NAA?HMO,K4,MD-11,0
NTN?YYE,EK,MD-90,0
NTN?TIY,CA,A300,0
NTN?KRY,WO,777,0
NTN?RIW,AM,A340,0
NTN?AVL?CUD,EZ,SSR-100,1
NTN?PIA,AF,777,0
NTN?MBD,FL,B744,0
NTN?IHR,9W,B762,0
ZNE?RGN,KE,IL-96,0
ZNE?YBC,MQ,C-99,0
ZNE?AGZ,TA,A343,0
ZNE?TKU,XP,EMB,0
OLP?EBJ,XE,SA-227,0
OLP?VBS,4O,767,0
OLP?OVR?BZH?XMS,OO,A359,2
OLP?ENA,EZ,A321,0
OLP?MEK,CA,747,0
OLP?HFT,5Y,MD11,0
OLP?GZI,9S,CRJ7,0
PUG?LPM,DH,B737,0
PUG?RJN,EZ,764,0
PUG?PKH,SQ,A300,0
PUG?GBE,KE,B762,0
PMK?WIO,RW,MD11,0
PMK?GAJ?MOJ,BF,C-99,1
PMK?ICK,XJ,MD-88,0
PMK?ADK,US,MD-80,0
PBO?BXB,UA,B763,0
PBO?AEY,FJ,A388,0
PBO?SJU,B6,A124,0
PBO?MYL,CK,A346,0
PBO?VAG,QX,A333,0
PBO?LSC,CX,A380,0
PBO?NJA,TA,B777,0
PBO?LYP?DAY,B6,A310,1
PBO?RLK,EV,767,0
PBO?APC,CM,B763,0
PBO?PSR,WW,B744,0
CCK?VST,BBB,DC-8,0
CCK?MBX,XP,777,0
CCK?ELF,BR,A330,0
CCK?HEH,WO,A343,0
CCK?RCU,CM,B733,0
CCK?GGM,CP,DC-9,0
CCK?NMS?GKN,CA,A340,1
CCK?BTM,XJ,DC-9,0
CCK?KBL,KZ,A310,0
CCK?CBQ,AY,IL-96,0
CCK?ELO,QX,A330,0
CCK?VAD,IB,757,0
CCK?TAE,AA,B777,0
CCK?HOD,SE,B744,0
GOV?PEW,4O,A346,0
GOV?ESK,OZ,CRJ7,0
GOV?YBT?AKP,XP,PA-31,1
GOV?YOS,CX,AN-124,0
GOV?YHD,AM,A332,0
PKE?GES,BBB,MD-80,0
PKE?RKH,BR,737,0
PKE?GRU,EZ,EMB,0
PKE?NQU,CA,A330,0
PKE?CKI,AC,B788,0
PKE?BFO,TK,B753,0
PKE?KOI,MU,767,0
PKE?MHV?CWE?LLF,NW,MD83,2
PKE?FTW,5X,B733,0
PLO?JEG,FJ,DC-9,0
PLO?KMX,AY,A340,0
PLO?ZWA,5Y,A332,0
PLO?CLV,K4,MD-87,0
PLO?AVW,VX,A332,0
PLO?YXU,WN,B752,0
PLO?YGL,B6,A310,0
PLO?KOC,WN,B736,0
PLO?MCL?FAF,9S,B763,1
PLO?OTZ,5Y,C-99,0
PLO?YSQ,PR,EMB,0
EDR?CFD,WW,B744,0
EDR?KHI,FL,A380,0
EDR?SXN,KR,MD-11,0
EDR?WME,YV,MD83,0
EDR?YZG,NW,EMB,0
PQQ?GEV,UA,MD-90,0
PQQ?YKM,VS,CRJ7,0
PQQ?WMA?BGZ,CA,A346,1
PTJ?YNP,EZ,M90,0
PTJ?WSO,BF,MD-87,0
PTJ?YOP,BF,SSR-100,0
PTJ?KKN,KZ,C-99,0
PTJ?DGO,CZ,A320,0
PTJ?FNT,AM,E170,0
ULP?LZR,BA,DC10,0
ULP?OTZ,CI,DC-10,0
ULP?CGF,BR,B762,0
ULP?PUJ?UIK,G4,M90,1
ULP?DIY,G4,A333,0
ULP?SDY,B6,A300,0
ULP?BWW,XJ,764,0
ULP?OZA,9S,767,0
ULP?MFN,BR,727,0
ULP?PDO,9W,SSR-100,0
ULP?MAR,SE,A359,0
RAM?TUA,BR,B763,0
RAM?YAZ,9S,B733,0
RAM?ZBR?RSU,EY,IL-62,1
RAM?KQA,KR,B777,0
RAM?BIU,QK,SA-227,0
RAM?LMA,PR,B739,0
RAM?TSL,A8,CRJ7,0
RAM?AMC,WN,MD11,0
RAM?YUA,K4,DC-10,0
RAM?YVT,JL,A359,0
RAM?QLR,FI,E175,0
RAM?SGR,OO,B788,0
RAM?UVE?NKT?ETM,IB,B789,2
RAM?CNF,A8,AN-124,0
RMA?CQF,IB,B734,0
RMA?CTB,LH,IL-62,0
RMA?NNM,DH,MD-87,0
RMA?EIY,CM,767,0
RMA?EKI,US,A332,0
RMA?JKR,XP,B738,0
RMA?BLA,Y4,A332,0
RMA?TEB,BBB,B753,0
RMA?FLS?CUR,CA,777,1
RMA?ODY,PR,757,0
RMA?VHV,VX,717,0
RMA?MQT,NW,B777,0
SGO?QHP,4O,A346,0
SGO?SFN,EV,CRJ9,0
SGO?YAA,LX,A333,0
SGO?YWS,WI,767,0
SGO?TID,GL,MD-80,0
SGO?SZW,VS,CRJ9,0
SGO?TIV?PEK,Y4,AN-124,1
SGO?CHN,QF,A333,0
MJK?LVA,HA,B777,0
MJK?BGD,WI,B738,0
MJK?THU,OZ,A340,0
MJK?DLC,AC,A310,0
MJK?AIU,RW,B712,0
MJK?JST,FX,747,0
MJK?CNJ,OZ,B772,0
MJK?KAA,LP,B763,0
MJK?YGJ?LGK,US,B789,1
MJK?PPB,VS,B744,0
MJK?FMM,IB,A320,0
SBR?KRT,KR,B738,0
SBR?TBU,EZ,B739,0
SBR?BEV,5X,727,0
SBR?DCA,EY,A124,0
SBR?KSH,DH,MD-88,0
SBR?TXG,TK,B738,0
SBR?YZF,CV,A343,0
SBR?MMY?DYG,VX,727,1
SBR?CEU,2Q,E190,0
SBR?HYG,NH,717,0
SBR?FRG,GL,E170,0
SBR?DEB,WO,A318,0
SBR?AWA,YV,B762,0
SBR?CYI,CX,A380,0
SBR?LNA,YV,E170,0
SRN?ROC,FL,B753,0
SRN?TUD,ER,PA-31,0
SRN?HLJ?BWG?EBH,RW,B772,2
SRN?SDS,CV,B748,0
SRN?JOT,SQ,B773,0
SRN?PEK,VS,B772,0
SRN?HNH,DL,B-99,0
SRN?OCF,OZ,B789,0
SRN?PRQ,QF,E170,0
SRN?OAA,QK,B744,0
SRN?NCL,LP,DC-9,0
SRN?RSH,CM,B735,0
SRN?UBB?IXU,bxr,MD-88,1
XTG?MJC,TZ,A318,0
XTG?ROV,US,MD-11,0
XTG?SFE,FI,A124,0
XTG?JQE,FL,DH8,0
XTG?HTU,Y4,B734,0
XTG?BWK,VX,B-99,0
XTG?SOZ,NH,B748,0
XTG?CMH,GB,A320,0
XTG?LED,WN,E175,0
XTG?YHM?NAG,CI,A310,1
TCA?SYW,B6,A332,0
TCA?HLE,BF,764,0
TCA?MKM,AI,A320,0
TCA?ECN,NH,IL-62,0
TCA?KMW,OO,B733,0
TCA?PQQ,EK,B762,0
TCA?DPL,5X,757,0
TCA?QLR,EZ,B734,0
TCA?BRC,CI,CRJ7,0
TCA?RLG?ION,AS,A388,1
TCA?KVL,CK,B-99,0
TCA?KOJ,CM,MD11,0
TCA?AHU,AA,B744,0
TCA?JAM,9S,C-99,0
VCD?EPL,A8,B788,0
VCD?AGJ,BBB,B738,0
VCD?GZM,SK,E170,0
VCD?ETR,QF,DC-9,0
VCD?KWZ,IB,717,0
VCD?MQX?LNO,EY,CRJ9,1
VCD?CUN,CZ,DH8,0
SYU?NDJ,EY,B748,0
SYU?GCI,RW,B734,0
SYU?CMK,AS,A310,0
SYU?CVC,YV,B752,0
SYU?SHR,CP,DC-8,0
SYU?PAN,bxr,MD83,0
SYU?GDO,bxr,B738,0
SYU?ECV,QF,B733,0
SYU?BKB?BFN?FTE,F9,DH8,2
SYU?TLI,F9,757,0
SYU?DAV,WN,C-99,0
SYU?ADD,LH,B777,0
WNR?USK,AF,E175,0
WNR?CAR,WS,A346,0
WNR?JTC,CV,A343,0
WNR?MDL,XE,A340,0
WNR?BIS,4O,E170,0
WNR?LKZ,EY,B763,0
WNR?BNJ?RBK,YV,MD-90,1
WNR?BPN,K4,B777,0
WNR?DPS,OO,A346,0
WNR?HTR,SE,B763,0
WNR?HRI,A8,B748,0
WNR?EDI,AI,MD11,0
WYA?BPC,CI,B777,0
WYA?RVT,NZ,A319,0
WYA?IVL,NH,A346,0
WYA?TRV,BR,764,0
WYA?IAS?SHT,9S,IL-96,1
WYA?OTR,EV,A321,0
WYA?HOM,WO,SA-227,0
WYA?MMZ,WN,DC-8,0
WYA?CEM,PR,737,0
WYA?KLU,XE,CRJ9,0
WYA?HAU,QX,A124,0
WYA?LWK,FL,B753,0
WYA?WUZ,DL,PA-31,0
WYA?NRD,UA,A310,0
WYA?KSH?SGE,NW,A340,1
WUN?TDJ,IB,B712,0
WUN?AOJ,CA,A124,0
WUN?SNO,BF,B748,0
WUN?PDL,BR,DH8,0
WUN?YAC,MT,MD-88,0
WUN?GOT,WI,CRJ7,0
WUN?NDJ,CI,IL-62,0
WUN?MZV,AI,B734,0
WUN?EIB,G4,MD90,0
WUN?GZI?BOS,WN,B738,1
WUN?EGN,KL,A318,0
WUN?TVC,GL,A332,0
WUN?FAI,FJ,717,0
WUN?BAF,FI,B738,0
WUN?IDP,KZ,A310,0
WOL?YAC,WI,SSR-100,0
WOL?BEG,XJ,727,0
WOL?AMV,4O,L1011,0
WOL?AIZ,MU,AN-124,0
WOL?KZS?ORV?BGW,AC,DC-9,2
WOL?GFN,XE,B742,0
WIN?ORN,AC,MD-87,0
WIN?FBD,5Y,B742,0
WIN?SCC,2Q,764,0
WIN?AQP,WW,B744,0
WIN?JIM,OZ,B764,0
WIN?APQ,AB,IL-96,0
WIN?GRR,FJ,CRJ7,0
WIN?CHG,5X,B772,0
WIN?JER?MCE,TZ,MD11,1
WIN?MTR,EZ,A320,0
WIN?YXS,AS,777,0
BWT?RWN,CZ,CRJ7,0
BWT?MDY,MT,B735,0
BWT?SID,AF,DC-8,0
BWT?SLD,VS,A346,0
BWT?WMB,F9,767,0
BWT?MEM,LX,DC-10,0
BWT?LMQ,NW,DC10,0
BWT?MXX?SPI,UA,CRJ9,1
BWT?JMO,MQ,B753,0
BWT?THS,CZ,PA-31,0
BWT?CEI,CV,DC-9,0
BWT?JSH,HA,A320,0
BWT?LDB,5X,A333,0
BWT?YXU,TK,IL-62,0
BWT?IGB,AF,PA-31,0
OKR?HOV,US,MD-87,0
OKR?TJA,TZ,A124,0
OKR?LTO?ACH,MX,DC-10,1
OKR?ATD,HX,A300,0
OKR?DNQ,FI,IL-62,0
OKR?GLO,KR,747,0
OKR?LCY,EZ,MD-90,0
XMY?FRA,AF,B-99,0
XMY?DAX,MX,B712,0
XMY?CSX,NZ,IL-62,0
XMY?CHY,CX,M90,0
XMY?ALU,AY,B-99,0
NAY?ARI?WDH,QK,B762,1
NAY?XUZ,HA,PA-31,0
NAY?PAD,UA,DC-8,0
NAY?ONS,A8,DC-10,0
NAY?CWC,QF,A320,0
NAY?NOT,CX,A388,0
NAY?CVS,BF,717,0
NAY?XMW,AI,A124,0
NAY?RKO,KZ,EMB,0
NAY?LSH,CM,PA-31,0
NAY?BIU?NTE?TMU,AB,MD83,2
NAY?HDN,CA,B788,0
NAY?YAP,EY,SSR-100,0
CIF?VCT,VS,747,0
CIF?MRS,9W,DC-9,0
CIF?AEO,CZ,B748,0
CIF?TRF,DH,CRJ9,0
CIF?TKS,CM,727,0
CIF?YSR,US,B737,0
CIF?BJX,F9,E170,0
CIF?IWJ?SBY,FL,B744,1
CIH?YER,AF,A124,0
CIH?GBA,AA,B764,0
CIH?WMX,FX,A332,0
CIH?YQT,OZ,MD-90,0
CIH?JMO,PR,MD-88,0
DAT?YBR,AI,B736,0
DAT?SVU,CP,B763,0
DAT?SYA,A8,AN-124,0
DAT?PIZ,LP,B735,0
HET?DIN?LUA,UA,A321,1
HET?ACR,9S,A124,0
HET?YEU,DH,B712,0
HET?KGI,WO,A340,0
HET?GIG,VX,777,0
HET?MTF,EV,SSR-100,0
HET?ENY,CM,MD-80,0
HET?TLU,SK,727,0
HET?VTZ,TA,CRJ7,0
BAV?OLJ,EZ,E190,0
BAV?BFE?CLO,TK,MD-87,1
BAV?LOE,AM,A124,0
BAV?MQT,EY,A340,0
BAV?XRY,RW,A319,0
BAV?CTC,QX,SA-227,0
BAV?OCA,EY,B736,0
BAV?UTT,MQ,DH8,0
BAV?AAA,G4,767,0
BAV?SRP,FI,B-99,0
BAV?YBE,LX,CRJ9,0
BAV?BMB?GVX,AF,B772,1
BAV?TQS,DH,B735,0
BAV?YEU,EY,MD-11,0
SJW?HJJ,US,B763,0
SJW?DRI,CZ,IL-62,0
SJW?MQT,CI,A332,0
SJW?EAT,XJ,B738,0
SJW?GSB,GL,M90,0
SJW?BBI,LH,E175,0
SJW?PMB,4O,B772,0
SJW?PKU?GMQ?DOD,AI,B772,2
TGO?CTS,MQ,A319,0
TGO?CCR,YV,B764,0
TGO?KLH,MT,A359,0
TGO?PUB,CX,MD-87,0
TGO?SMQ,CA,B763,0
TGO?AEG,NH,DC-9,0
TGO?RCA,YX,B773,0
TGO?RNO,YX,B737,0
TGO?CES,SK,CRJ7,0
TGO?PPW?DOL,XE,CRJ7,1
TGO?PTJ,IB,B738,0
TGO?RCO,BF,IL-96,0
TGO?BEB,LX,DC-9,0
HLH?OSR,5X,B763,0
HLH?ADT,FJ,B788,0
HLH?GNI,DL,IL-96,0
HLH?BWB,2Q,B738,0
HLH?DLZ,TA,DC-9,0
HLH?KFG,EY,CRJ9,0
HLH?PSH?PUJ,UA,B753,1
HLH?RCM,SQ,B738,0
HLH?AWZ,CA,E190,0
HLH?LUH,KZ,A330,0
HLH?OSY,Y4,AN-124,0
XIL?BAB,QF,A346,0
XIL?SFN,QX,B733,0
XIL?NGZ,EV,B736,0
BHY?RLG,B6,PA-31,0
BHY?ZGR,HA,A340,0
BHY?CGX?ACD,bxr,MD-88,1
BHY?YVP,AY,B742,0
CGD?RBB,KE,E170,0
CGD?TIM,WN,DC-9,0
CGD?YBI,XJ,L1011,0
CGD?DIA,9S,MD-11,0
CGD?HAC,TZ,A318,0
CGD?YNC,DH,SA-227,0
CGD?TCM,EK,A300,0
CGD?AXT,WI,MD-88,0
CGD?MKP?TBS,XJ,PA-31,1
CGD?TUL,DH,B738,0
DYG?KVA,5X,B762,0
DYG?JOS,LP,B777,0
DYG?KVL,EI,MD90,0
DYG?GUF,WI,A388,0
DYG?MRK,CX,B712,0
MXZ?PUT,WO,B773,0
MXZ?ABA,bxr,B762,0
MXZ?PLX,EY,737,0
MXZ?RMA?LRV?CEG,NW,727,2
MXZ?MNS,FI,MD-87,0
MXZ?JMS,AF,764,0
MXZ?BMP,AY,MD-90,0
MXZ?FUE,LP,B773,0
MXZ?MUE,SY,B737,0
MXZ?NIB,bxr,A380,0
MXZ?JRO,SY,727,0
ZUH?BLT,GB,B762,0
ZUH?SZJ,LH,EMB,0
ZUH?FGI?HHN,AB,EMB,1
ZUH?TIX,FJ,B733,0
ZUH?BOW,AI,CRJ9,0
LZH?SGI,2Q,AN-124,0
LZH?AAV,BR,A321,0
LZH?AAF,MQ,L1011,0
LZH?YHM,5X,747,0
LZH?TDJ,QF,L1011,0
LZH?MCF,SK,B789,0
LZH?XGN,CK,PA-31,0
LZH?RJL?LJN,DL,A346,1
LZH?FUE,WI,B748,0
LZH?VCL,CZ,A320,0
LZH?YOJ,AY,B733,0
LZH?EEN,MX,A330,0
LZH?GTI,AS,C-99,0
ZHA?WGA,TA,717,0
ZHA?XIJ,EK,DC-10,0
ZHA?WYE,EY,B773,0
ZHA?SEN,CM,A359,0
ZHA?KRH?GUJ,CM,A359,1
ZHA?HPN,UA,DC10,0
ZHA?ONQ,5Y,767,0
ZHA?JVA,WS,B744,0
ZHA?BVS,YV,727,0
ENH?BUG,AA,A124,0
ENH?ENF,LP,B762,0
ENH?FUE,CA,EMB,0
ENH?LEX,CV,A333,0
ENH?JSU,AC,757,0
ENH?LZN?YER,BBB,A124,1
ENH?MWA,EZ,A300,0
NNY?BEO,FI,A124,0
NNY?KIT,WI,DC-9,0
NNY?SOD,XJ,747,0
NNY?KGF,9W,A332,0
NNY?TMH,XP,A310,0
XFN?RRR,MT,L1011,0
XFN?CVG,F9,B735,0
XFN?SNP,TK,787,0
XFN?VIE?KOI?WDR,CM,A380,2
XFN?BPX,G4,DC10,0
XFN?ILD,SE,B772,0
XFN?YZG,CZ,IL-96,0
XFN?WRI,9W,B772,0
XFN?MNY,KZ,747,0
YIH?TGO,KZ,A333,0
YIH?DHN,5X,B753,0
YIH?PDA,YX,E175,0
YIH?SKA,VS,MD-88,0
YIH?WTA?AXP,UA,A124,1
YIH?CBM,PR,A310,0
YIH?UGC,bxr,DC10,0
YIH?FST,DL,B789,0
YIH?RGT,CI,A319,0
YIH?VHM,LP,A310,0
YIH?XMS,F9,EMB,0
YIH?TLN,G4,DC-8,0
YIH?NLH,XJ,AN-124,0
YIH?GUL,EV,B733,0
AKA?KDO?RGT,PR,A310,1
AKA?ACZ,F9,MD-11,0
AKA?HVN,9S,DC-10,0
AKA?JSA,GB,B748,0
AKA?HMV,EI,M90,0
AKA?UMU,VX,A318,0
AKA?GAM,MT,747,0
AKA?HAV,CK,IL-62,0
AKA?COQ,AS,B735,0
GOQ?LAI,FI,B789,0
GOQ?HHP?BUJ,UA,DC-10,1
GOQ?ABV,EI,SA-227,0
GOQ?SAA,HA,B742,0
GOQ?MNK,CX,MD-11,0
GOQ?CHU,9S,787,0
GOQ?TOI,EK,A359,0
GOQ?XUZ,XP,CRJ7,0
GOQ?LLK,F9,B744,0
GOQ?CSV,GL,717,0
HZG?CCM,CI,B735,0
HZG?MIG?AKF,AS,MD-80,1
HZG?JAN,F9,B-99,0
HZG?PZI,NH,CRJ7,0
HZG?LPU,2Q,B734,0
IQN?IKT,DH,DC10,0
IQN?YQL,NW,MD90,0
IQN?MAK,SY,B735,0
IQN?ZUM,SE,SA-227,0
IQN?DTI,F9,DC10,0
IQN?MRB,NW,A124,0
IQN?XLS?IRA?AHS,GB,B777,2
IQN?JAR,WN,A300,0
IQN?LUV,TK,AN-124,0
IQN?BMV,TA,E170,0
IQN?ONO,AM,DC-9,0
IQN?IAG,CP,A320,0
IQN?ABH,KZ,B738,0
IQN?KVA,HA,L1011,0
XNN?LKG,XE,777,0
XNN?BBM,5Y,727,0
XNN?SRJ?ITR,SK,SA-227,1
XNN?ARV,CI,MD-90,0
XNN?VBP,NK,E170,0
XNN?MNK,B6,B-99,0
XNN?IFH,TA,E175,0
XNN?TUO,AF,L1011,0
XNN?YYT,QX,A340,0
XNN?ALR,KR,MD-11,0
ENY?JWA,CM,B772,0
ENY?FLW,FI,B789,0
ENY?TBP?PHB,AY,DH8,1
ENY?JKH,WW,B733,0
ENY?BAL,CZ,A343,0
ENY?MUW,AC,A319,0
ENY?PZY,WW,IL-62,0
ENY?TOJ,WI,B777,0
ENY?GMV,XE,B734,0
ENY?SQD,bxr,E175,0
ENY?ECV,AF,MD-87,0
ENY?RBX,WW,B789,0
ENY?KFS?LBZ,DL,B789,1
ENY?KRC,NH,A359,0
ENY?MRG,BR,MD-90,0
UYN?SOT,WI,B764,0
UYN?MEN,UA,A332,0
UYN?HUF,CI,787,0
UYN?SDK,9W,A124,0
UYN?PYM,YX,A340,0
UYN?PKY,GB,CRJ7,0
UYN?ZPB,YX,E190,0
UYN?BKB?CLN,bxr,E190,1
UYN?SAV,CM,B748,0
AVK?AKY,CA,SSR-100,0
AVK?AQA,BA,777,0
AVK?OCV,WO,B764,0
AVK?MWQ,XJ,A346,0
AVK?VOZ,GL,DC10,0
AVK?EVX,AB,B734,0
AVK?UUN,SE,MD11,0
AVK?NGZ,ER,PA-31,0
AVK?AOP?YRI?YWH,CI,B744,2
LTI?UIN,MQ,B739,0
LTI?IIL,SK,727,0
LTI?XSB,WS,A380,0
LTI?PMR,OO,E170,0
LTI?TQS,NZ,767,0
LTI?BYU,B6,M90,0
LTI?GRS,AS,B788,0
LTI?PML,DH,EMB,0
LTI?FSS,CX,MD-11,0
LTI?DHT?REY,KR,A332,1
LTI?OHD,BR,A340,0
LTI?CDN,CA,A333,0
LTI?DPA,NW,E190,0
LTI?NJF,CI,B777,0
BYN?HKN,US,B764,0
BYN?TMI,AI,MD-87,0
BYN?BGW,XJ,A343,0
BYN?KLG,NW,A300,0
BYN?OKY,WW,EMB,0
BYN?PBM?KLN,WI,A346,1
BYN?JCR,BBB,M90,0
BYN?BIH,YV,DC-9,0
BYN?HMY,FX,787,0
BYN?GUF,LH,B752,0
BYN?SWQ,AF,717,0
BYN?UKT,CK,B773,0
BYN?LPS,BBB,B789,0
BYN?PKO,YX,E175,0
DLZ?BYS,K4,DC-8,0
DLZ?YYN?THU,OZ,B789,1
