Departure,Arrival,Airline,Plane,Departure_Date,Arrival_Date,Number,IATA
GLW,UDR,9S,717,2025-04-05T14:35:37,2025-04-06T05:11:14,2066,9S2066
GLW,APL,9W,757,2025-04-04T16:02:43,2025-04-05T08:05:26,8325,9W8325
GLW,BAD,QF,B-99,2025-04-04T00:58:59,2025-04-04T01:57:58,7056,QF7056
GLW,PHB,WI,764,2025-04-06T07:14:02,2025-04-06T14:28:04,6660,WI6660
GLW,KDH,WI,DC-9,2025-04-04T13:27:55,2025-04-05T02:55:50,3088,WI3088
GLW,FNU,LP,MD-90,2025-04-06T08:52:55,2025-04-06T17:45:50,3077,LP3077
GOU,KYP,CM,B736,2025-04-07T09:49:07,2025-04-07T19:38:14,8569,CM8569
GOU,PRZ,FI,A320,2025-04-02T14:11:34,2025-04-03T04:23:08,7188,FI7188
GOU,FTI,KE,B773,2025-04-05T22:02:14,2025-04-06T20:04:28,4430,KE4430
GOU,PEW,MX,B733,2025-04-02T07:23:31,2025-04-02T14:47:02,4891,MX4891
GOU,HOA,RW,A332,2025-04-01T03:37:19,2025-04-01T07:14:38,1590,RW1590
GOU,LVP,AF,AN-124,2025-04-01T05:15:17,2025-04-01T10:30:34,6030,AF6030
GOU,VOK,EY,IL-62,2025-04-06T11:46:08,2025-04-06T23:32:16,4308,EY4308
GOU,HIN,BF,E175,2025-04-02T13:09:28,2025-04-03T02:18:56,1191,BF1191
GOU,STW,MQ,A332,2025-04-07T05:29:41,2025-04-07T10:59:22,1772,MQ1772
GOU,GLW,Y4,B777,2025-04-06T11:35:19,2025-04-06T23:10:38,7707,Y47707
GOU,PTP,VX,764,2025-04-03T09:13:32,2025-04-03T18:27:04,3044,VX3044
GOU,RVS,WO,B753,2025-04-03T12:36:05,2025-04-04T01:12:10,3182,WO3182
GOU,CFN,WS,B734,2025-04-06T06:10:15,2025-04-06T12:20:30,7302,WS7302
GOU,EIK,VS,SA-227,2025-04-04T05:25:21,2025-04-04T10:50:42,1850,VS1850
GOU,AIZ,GB,A318,2025-04-04T12:11:29,2025-04-05T00:22:58,7654,GB7654
RZS,OGD,XP,B737,2025-04-04T14:07:51,2025-04-05T04:15:42,6353,XP6353
RZS,BFS,TZ,A300,2025-04-05T07:33:37,2025-04-05T15:07:14,8286,TZ8286
RZS,MVY,KE,CRJ7,2025-04-06T12:53:35,2025-04-07T01:47:10,5593,KE5593
RZS,MYC,LX,MD-80,2025-04-04T15:38:19,2025-04-05T07:16:38,5958,LX5958
RZS,SAD,KZ,A320,2025-04-02T15:11:00,2025-04-03T06:22:00,9823,KZ9823
RZS,NYM,CI,B764,2025-04-01T04:52:34,2025-04-01T09:45:08,1261,CI1261
RZS,MJA,BA,MD-90,2025-04-05T06:48:46,2025-04-05T13:37:32,6521,BA6521
RZS,TEF,MX,787,2025-04-05T08:57:51,2025-04-05T17:55:42,9358,MX9358
RZS,PEW,OO,727,2025-04-01T00:55:59,2025-04-01T01:51:58,1831,OO1831
RZS,JGO,bxr,EMB,2025-04-07T09:30:22,2025-04-07T19:00:44,2559,bxr2559
RZS,GOU,AM,B734,2025-04-02T06:58:01,2025-04-02T13:56:02,6128,AM6128
RZS,ZLT,EV,A310,2025-04-05T11:19:40,2025-04-05T22:39:20,9078,EV9078
RZS,TTL,JL,787,2025-04-03T14:22:21,2025-04-04T04:44:42,3207,JL3207
RZS,AWA,AC,B735,2025-04-07T04:25:34,2025-04-07T08:51:08,8753,AC8753
VAW,YKA,A8,787,2025-04-02T07:13:39,2025-04-02T14:27:18,3844,A83844
VAW,DED,CZ,A320,2025-04-01T06:02:39,2025-04-01T12:05:18,8336,CZ8336
VAW,XAP,EY,A340,2025-04-06T14:19:31,2025-04-07T04:39:02,3594,EY3594
VAW,RNO,MT,A332,2025-04-07T08:36:29,2025-04-07T17:12:58,5681,MT5681
VAW,MCK,TK,767,2025-04-03T08:05:41,2025-04-03T16:11:22,9914,TK9914
VAW,SUX,2Q,717,2025-04-01T07:42:46,2025-04-01T15:25:32,3727,2Q3727
VAW,ABM,CX,B-99,2025-04-04T13:34:25,2025-04-05T03:08:50,4833,CX4833
VAW,SFS,RW,B735,2025-04-03T09:34:52,2025-04-03T19:09:44,7056,RW7056
VAW,TBH,AM,CRJ7,2025-04-05T09:57:08,2025-04-05T19:54:16,4519,AM4519
VAW,PFJ,PR,B777,2025-04-07T02:34:49,2025-04-07T05:09:38,3548,PR3548
GII,RNO,5X,B-99,2025-04-01T12:23:21,2025-04-02T00:46:42,4945,5X4945
GII,CDJ,AB,727,2025-04-05T05:37:45,2025-04-05T11:15:30,9580,AB9580
GII,TDG,K4,DC10,2025-04-01T16:33:48,2025-04-02T09:07:36,6807,K46807
GII,STT,OZ,787,2025-04-04T06:50:46,2025-04-04T13:41:32,1465,OZ1465
GII,ANQ,GB,A332,2025-04-06T09:05:26,2025-04-06T18:10:52,2687,GB2687
GII,RNO,YV,DC-9,2025-04-01T12:23:21,2025-04-02T00:46:42,8873,YV8873
GII,ROP,MU,SSR-100,2025-04-01T18:11:23,2025-04-02T12:22:46,6547,MU6547
GII,OUZ,CM,IL-96,2025-04-02T01:29:08,2025-04-02T02:58:16,3831,CM3831
GII,LPC,AS,B753,2025-04-05T12:40:59,2025-04-06T01:21:58,8694,AS8694
GII,UVF,MQ,A359,2025-04-05T06:22:52,2025-04-05T12:45:44,5980,MQ5980
RNO,SKG,AB,A320,2025-04-05T11:45:37,2025-04-05T23:31:14,5381,AB5381
RNO,CFC,EI,717,2025-04-03T11:38:47,2025-04-03T23:17:34,3073,EI3073
RNO,YUY,AC,DH8,2025-04-03T03:50:17,2025-04-03T07:40:34,6987,AC6987
RNO,GLW,CM,A310,2025-04-06T03:20:58,2025-04-06T06:41:56,9520,CM9520
RNO,SNR,GB,B739,2025-04-06T09:43:43,2025-04-06T19:27:26,9691,GB9691
RNO,EMT,AS,A321,2025-04-05T00:42:21,2025-04-05T01:24:42,8955,AS8955
RNO,NOC,F9,DC-9,2025-04-07T08:46:19,2025-04-07T17:32:38,3973,F93973
RNO,RNO,QF,B762,2025-04-07T00:00:00,2025-04-07T00:00:00,3778,QF3778
RNO,MUH,GB,IL-96,2025-04-03T12:59:36,2025-04-04T01:59:12,6252,GB6252
RNO,BMU,SQ,EMB,2025-04-05T15:06:36,2025-04-06T06:13:12,1062,SQ1062
RNO,DWC,BA,B-99,2025-04-01T14:35:08,2025-04-02T05:10:16,6716,BA6716
RNO,TNA,AF,A359,2025-04-04T11:02:43,2025-04-04T22:05:26,1036,AF1036
RNO,JMK,DH,EMB,2025-04-05T12:12:49,2025-04-06T00:25:38,2632,DH2632
BAD,CXI,NW,SSR-100,2025-04-03T08:27:14,2025-04-03T16:54:28,9751,NW9751
BAD,GII,VS,A332,2025-04-02T10:01:09,2025-04-02T20:02:18,5417,VS5417
BAD,KYP,CK,DH8,2025-04-07T16:07:31,2025-04-08T08:15:02,4380,CK4380
BAD,XCH,LH,SA-227,2025-04-02T19:09:39,2025-04-03T14:19:18,1900,LH1900
BAD,XAP,QK,B777,2025-04-04T09:00:13,2025-04-04T18:00:26,5431,QK5431
BAD,ETM,AF,B748,2025-04-03T12:45:55,2025-04-04T01:31:50,9397,AF9397
BAD,GOV,LP,IL-96,2025-04-02T16:23:13,2025-04-03T08:46:26,4257,LP4257
BAD,PSS,LP,CRJ7,2025-04-02T08:49:07,2025-04-02T17:38:14,4845,LP4845
BAD,KLF,AB,A333,2025-04-07T10:28:43,2025-04-07T20:57:26,9957,AB9957
BAD,NBO,CX,PA-31,2025-04-06T15:41:01,2025-04-07T07:22:02,8041,CX8041
BAD,AUO,EV,IL-96,2025-04-04T00:52:34,2025-04-04T01:45:08,4388,EV4388
BAD,DHT,GL,M90,2025-04-04T01:01:42,2025-04-04T02:03:24,6344,GL6344
BAD,HBR,FX,B772,2025-04-02T00:38:51,2025-04-02T01:17:42,8485,FX8485
BAD,YHB,EK,MD90,2025-04-02T02:41:06,2025-04-02T05:22:12,4890,EK4890
DWD,APT,RW,B-99,2025-04-06T13:06:50,2025-04-07T02:13:40,6721,RW6721
DWD,WTZ,XJ,MD83,2025-04-05T17:18:44,2025-04-06T10:37:28,7612,XJ7612
DWD,HUU,NW,IL-62,2025-04-02T15:21:49,2025-04-03T06:43:38,4080,NW4080
DWD,MUH,OZ,M90,2025-04-06T02:04:28,2025-04-06T04:08:56,5707,OZ5707
DWD,ZLT,WO,L1011,2025-04-01T09:59:01,2025-04-01T19:58:02,1354,WO1354
DWD,PSS,AS,A388,2025-04-02T13:49:20,2025-04-03T03:38:40,5948,AS5948
DWD,OMB,AA,A359,2025-04-05T05:23:27,2025-04-05T10:46:54,9723,AA9723
DWD,WBM,XP,787,2025-04-02T12:47:21,2025-04-03T01:34:42,8797,XP8797
DWD,PEW,BA,DH8,2025-04-04T03:14:23,2025-04-04T06:28:46,6377,BA6377
DWD,TKG,AS,A333,2025-04-03T08:23:07,2025-04-03T16:46:14,1799,AS1799
WSO,PLW,FJ,IL-62,2025-04-01T22:05:21,2025-04-02T20:10:42,9262,FJ9262
WSO,INH,OZ,B712,2025-04-04T11:56:15,2025-04-04T23:52:30,4159,OZ4159
WSO,APT,HA,A332,2025-04-06T05:01:04,2025-04-06T10:02:08,6907,HA6907
WSO,VAW,YX,MD-88,2025-04-01T10:40:35,2025-04-01T21:21:10,9491,YX9491
WSO,PCD,NZ,B777,2025-04-02T06:05:41,2025-04-02T12:11:22,5187,NZ5187
WSO,LPM,FX,737,2025-04-03T16:59:42,2025-04-04T09:59:24,7867,FX7867
WSO,FAB,WN,A346,2025-04-01T08:16:09,2025-04-01T16:32:18,1804,WN1804
WSO,FAA,MQ,E170,2025-04-05T05:50:24,2025-04-05T11:40:48,7342,MQ7342
WSO,JMK,5Y,A359,2025-04-03T10:13:24,2025-04-03T20:26:48,4585,5Y4585
WSO,QRC,CP,MD11,2025-04-02T05:14:05,2025-04-02T10:28:10,9007,CP9007
WSO,ABA,AF,A310,2025-04-05T14:35:04,2025-04-06T05:10:08,4206,AF4206
WSO,ANQ,OO,E175,2025-04-06T05:34:19,2025-04-06T11:08:38,2973,OO2973
WSO,YOG,AC,C-99,2025-04-03T06:35:39,2025-04-03T13:11:18,6265,AC6265
WSO,ZSA,MX,B789,2025-04-06T03:10:48,2025-04-06T06:21:36,9458,MX9458
WSO,YBR,XJ,B734,2025-04-02T07:14:21,2025-04-02T14:28:42,8089,XJ8089
TKG,STA,CZ,IL-96,2025-04-06T12:24:10,2025-04-07T00:48:20,8638,CZ8638
TKG,TDD,SE,B748,2025-04-03T19:55:20,2025-04-04T15:50:40,3373,SE3373
TKG,VAG,AC,B735,2025-04-07T17:46:28,2025-04-08T11:32:56,8384,AC8384
TKG,BLA,BR,IL-96,2025-04-04T21:20:04,2025-04-05T18:40:08,7054,BR7054
TKG,SPP,SK,A332,2025-04-03T10:53:41,2025-04-03T21:47:22,8940,SK8940
TKG,JMK,CI,A319,2025-04-05T10:45:44,2025-04-05T21:31:28,5336,CI5336
TKG,SAY,SK,B748,2025-04-01T12:11:09,2025-04-02T00:22:18,5597,SK5597
TKG,YSG,BF,A330,2025-04-01T14:47:21,2025-04-02T05:34:42,6279,BF6279
TKG,YNC,WS,B773,2025-04-06T16:41:38,2025-04-07T09:23:16,6936,WS6936
TKG,IQQ,Y4,B737,2025-04-05T19:26:12,2025-04-06T14:52:24,5315,Y45315
TKG,PEW,NZ,A300,2025-04-07T06:22:50,2025-04-07T12:45:40,8142,NZ8142
TKG,PEW,RW,MD90,2025-04-05T06:22:50,2025-04-05T12:45:40,7033,RW7033
TKG,YWS,QX,B742,2025-04-05T15:07:49,2025-04-06T06:15:38,4138,QX4138
TKG,ROP,XE,SSR-100,2025-04-05T05:35:20,2025-04-05T11:10:40,5699,XE5699
CFN,TNA,SQ,A319,2025-04-02T09:43:44,2025-04-02T19:27:28,6902,SQ6902
CFN,JMK,DH,CRJ7,2025-04-01T03:37:57,2025-04-01T07:15:54,8449,DH8449
CFN,BUC,TZ,L1011,2025-04-02T17:06:29,2025-04-03T10:12:58,5338,TZ5338
CFN,SHG,WO,A330,2025-04-06T07:03:24,2025-04-06T14:06:48,4149,WO4149
CFN,CFN,TA,A333,2025-04-04T00:00:00,2025-04-04T00:00:00,4016,TA4016
CFN,NDN,4O,A359,2025-04-02T16:28:02,2025-04-03T08:56:04,7573,4O7573
CFN,TMS,NW,B753,2025-04-06T07:04:49,2025-04-06T14:09:38,5095,NW5095
CFN,MMX,EV,A320,2025-04-07T01:33:26,2025-04-07T03:06:52,3910,EV3910
CFN,INH,FJ,B763,2025-04-03T11:02:01,2025-04-03T22:04:02,8933,FJ8933
CFN,BUZ,A8,A388,2025-04-07T06:12:55,2025-04-07T12:25:50,1687,A81687
CFN,PLW,BA,AN-124,2025-04-05T14:05:56,2025-04-06T04:11:52,8126,BA8126
MHT,KLF,QF,DC-9,2025-04-03T08:11:38,2025-04-03T16:23:16,9379,QF9379
MHT,SHG,WS,B752,2025-04-04T06:16:10,2025-04-04T12:32:20,6753,WS6753
MHT,BNG,FJ,B773,2025-04-04T04:34:43,2025-04-04T09:09:26,5205,FJ5205
MHT,IQQ,CM,MD83,2025-04-07T08:01:15,2025-04-07T16:02:30,6680,CM6680
MHT,MLM,TZ,747,2025-04-07T04:16:55,2025-04-07T08:33:50,1431,TZ1431
MHT,WNZ,TA,B788,2025-04-07T13:40:45,2025-04-08T03:21:30,5784,TA5784
MHT,TNA,WS,MD11,2025-04-07T12:36:48,2025-04-08T01:13:36,9375,WS9375
MHT,SDR,G4,767,2025-04-05T06:02:58,2025-04-05T12:05:56,6764,G46764
MHT,MLM,AI,MD-88,2025-04-03T04:16:55,2025-04-03T08:33:50,4647,AI4647
MHT,CBU,UA,B764,2025-04-02T07:00:05,2025-04-02T14:00:10,2760,UA2760
MHT,LPM,AA,B737,2025-04-06T15:36:16,2025-04-07T07:12:32,6187,AA6187
TBG,AUO,2Q,B777,2025-04-02T16:15:43,2025-04-03T08:31:26,6873,2Q6873
TBG,TBH,AM,A388,2025-04-04T03:16:27,2025-04-04T06:32:54,9674,AM9674
TBG,PHB,G4,A332,2025-04-03T21:38:46,2025-04-04T19:17:32,5876,G45876
TBG,DBB,DL,787,2025-04-02T14:10:37,2025-04-03T04:21:14,9311,DL9311
TBG,DBB,bxr,B789,2025-04-02T14:10:37,2025-04-03T04:21:14,5223,bxr5223
TBG,ARH,5Y,B733,2025-04-01T12:32:34,2025-04-02T01:05:08,6309,5Y6309
TBG,QRC,QF,B744,2025-04-04T16:27:57,2025-04-05T08:55:54,9286,QF9286
TBG,QGU,FL,737,2025-04-05T05:09:55,2025-04-05T10:19:50,9055,FL9055
TBG,AOG,NW,E190,2025-04-02T06:14:03,2025-04-02T12:28:06,2657,NW2657
TBG,VTN,LH,IL-62,2025-04-01T14:24:47,2025-04-02T04:49:34,4055,LH4055
TBG,NJF,XJ,DC-9,2025-04-07T12:27:19,2025-04-08T00:54:38,3870,XJ3870
TBG,HRG,QX,A321,2025-04-06T13:38:01,2025-04-07T03:16:02,8119,QX8119
TBG,TNA,XJ,737,2025-04-04T06:01:52,2025-04-04T12:03:44,6878,XJ6878
OWB,LXR,CZ,DC-8,2025-04-03T12:01:24,2025-04-04T00:02:48,3441,CZ3441
OWB,CBU,WS,B742,2025-04-03T08:31:46,2025-04-03T17:03:32,2638,WS2638
OWB,ARH,CM,727,2025-04-05T08:49:29,2025-04-05T17:38:58,4973,CM4973
OWB,RNA,CP,B739,2025-04-03T14:12:40,2025-04-04T04:25:20,4613,CP4613
OWB,VTN,AI,MD11,2025-04-07T01:26:25,2025-04-07T02:52:50,5637,AI5637
OWB,NPA,FJ,B748,2025-04-06T00:56:00,2025-04-06T01:52:00,5668,FJ5668
OWB,BNG,MT,MD90,2025-04-07T03:03:56,2025-04-07T06:07:52,1845,MT1845
OWB,MYC,9S,A321,2025-04-07T04:07:13,2025-04-07T08:14:26,9568,9S9568
OWB,KYP,AA,MD11,2025-04-04T15:31:13,2025-04-05T07:02:26,2975,AA2975
OWB,SUX,F9,A359,2025-04-07T01:04:02,2025-04-07T02:08:04,4373,F94373
OWB,MII,EY,A346,2025-04-07T08:46:14,2025-04-07T17:32:28,4063,EY4063
OWB,YUY,AI,747,2025-04-02T01:31:41,2025-04-02T03:03:22,7605,AI7605
OWB,TBG,4O,EMB,2025-04-07T15:50:40,2025-04-08T07:41:20,3386,4O3386
OWB,SLL,NW,747,2025-04-07T14:26:01,2025-04-08T04:52:02,4878,NW4878
CMU,UOX,AM,787,2025-04-06T15:27:56,2025-04-07T06:55:52,6935,AM6935
CMU,BOU,AA,B788,2025-04-07T16:10:05,2025-04-08T08:20:10,7861,AA7861
CMU,HDN,EK,A340,2025-04-06T13:34:27,2025-04-07T03:08:54,3459,EK3459
CMU,PMO,EK,MD-88,2025-04-01T15:54:42,2025-04-02T07:49:24,8104,EK8104
CMU,LPM,SY,B789,2025-04-05T03:07:12,2025-04-05T06:14:24,8910,SY8910
CMU,ILY,DL,MD-87,2025-04-04T15:50:06,2025-04-05T07:40:12,1818,DL1818
CMU,TEF,B6,MD11,2025-04-07T03:24:47,2025-04-07T06:49:34,8129,B68129
CMU,FTI,CA,B777,2025-04-06T05:45:22,2025-04-06T11:30:44,6949,CA6949
CMU,AWA,BBB,B773,2025-04-04T13:31:22,2025-04-05T03:02:44,2768,BBB2768
CMU,TLD,AB,767,2025-04-05T14:03:07,2025-04-06T04:06:14,1213,AB1213
CMU,MQF,KR,A300,2025-04-02T11:41:55,2025-04-02T23:23:50,7763,KR7763
CMU,YWS,NW,A388,2025-04-06T12:07:27,2025-04-07T00:14:54,5962,NW5962
CMU,ZSA,US,B752,2025-04-07T17:26:29,2025-04-08T10:52:58,5322,US5322
CMU,GSQ,MT,747,2025-04-02T14:43:22,2025-04-03T05:26:44,2671,MT2671
IXS,OGS,EY,MD83,2025-04-07T13:50:59,2025-04-08T03:41:58,1467,EY1467
IXS,WBW,WW,AN-124,2025-04-07T14:16:35,2025-04-08T04:33:10,9632,WW9632
IXS,NPA,Y4,DH8,2025-04-06T15:45:39,2025-04-07T07:31:18,5976,Y45976
IXS,BUZ,4O,EMB,2025-04-04T04:45:01,2025-04-04T09:30:02,1497,4O1497
IXS,TDJ,AA,767,2025-04-03T06:11:32,2025-04-03T12:23:04,3526,AA3526
IXS,APL,FI,EMB,2025-04-07T08:19:28,2025-04-07T16:38:56,5602,FI5602
IXS,HBR,BF,B739,2025-04-03T15:02:21,2025-04-04T06:04:42,6043,BF6043
IXS,TJG,KR,777,2025-04-07T04:23:45,2025-04-07T08:47:30,4645,KR4645
IXS,BYU,AB,717,2025-04-05T08:18:36,2025-04-05T16:37:12,5057,AB5057
IXS,MHT,K4,A332,2025-04-01T13:58:54,2025-04-02T03:57:48,9533,K49533
IXS,EIK,KZ,A333,2025-04-04T06:06:04,2025-04-04T12:12:08,4101,KZ4101
IXS,FAA,MT,DC10,2025-04-07T12:22:50,2025-04-08T00:45:40,8109,MT8109
ZMT,KLF,GL,CRJ9,2025-04-05T08:58:20,2025-04-05T17:56:40,6010,GL6010
ZMT,ALM,EZ,737,2025-04-02T03:33:12,2025-04-02T07:06:24,1657,EZ1657
ZMT,YUY,SQ,IL-62,2025-04-07T04:11:12,2025-04-07T08:22:24,2739,SQ2739
ZMT,HOK,A8,DH8,2025-04-03T13:46:02,2025-04-04T03:32:04,7327,A87327
ZMT,QLT,JL,SSR-100,2025-04-07T10:05:17,2025-04-07T20:10:34,5147,JL5147
ZMT,TJA,9W,AN-124,2025-04-06T12:00:26,2025-04-07T00:00:52,4002,9W4002
ZMT,YYR,EZ,B712,2025-04-04T05:07:50,2025-04-04T10:15:40,7810,EZ7810
ZMT,YNC,RW,A320,2025-04-06T03:54:36,2025-04-06T07:49:12,3843,RW3843
ZMT,GLF,TK,MD-88,2025-04-02T07:33:17,2025-04-02T15:06:34,5568,TK5568
ZMT,SLL,QX,B789,2025-04-07T13:44:21,2025-04-08T03:28:42,1482,QX1482
LOO,OKR,2Q,MD11,2025-04-04T17:15:21,2025-04-05T10:30:42,4450,2Q4450
LOO,AVK,DH,MD83,2025-04-05T09:08:39,2025-04-05T18:17:18,4321,DH4321
LOO,APL,bxr,B748,2025-04-06T07:34:06,2025-04-06T15:08:12,3188,bxr3188
LOO,AWA,FI,A333,2025-04-05T05:20:49,2025-04-05T10:41:38,4516,FI4516
LOO,MTN,GB,DC-10,2025-04-07T07:49:13,2025-04-07T15:38:26,6870,GB6870
LOO,MUN,9W,B737,2025-04-06T08:10:58,2025-04-06T16:21:56,4168,9W4168
LOO,YYB,XE,B739,2025-04-01T07:45:33,2025-04-01T15:31:06,8466,XE8466
LOO,BYU,QX,B777,2025-04-06T02:12:13,2025-04-06T04:24:26,8064,QX8064
LOO,MLO,JL,E190,2025-04-03T02:14:59,2025-04-03T04:29:58,3522,JL3522
LOO,FUL,AM,MD-80,2025-04-05T11:41:47,2025-04-05T23:23:34,6826,AM6826
LOO,UVF,TK,B748,2025-04-07T07:41:09,2025-04-07T15:22:18,9090,TK9090
LOO,GGG,9S,B772,2025-04-03T09:52:56,2025-04-03T19:45:52,9275,9S9275
LOO,NJF,MU,B752,2025-04-03T04:22:38,2025-04-03T08:45:16,6385,MU6385
LOO,MSN,NZ,B762,2025-04-03T08:44:12,2025-04-03T17:28:24,4984,NZ4984
HLZ,HXD,RW,B742,2025-04-01T13:07:44,2025-04-02T02:15:28,7828,RW7828
HLZ,MVY,YV,727,2025-04-02T16:28:08,2025-04-03T08:56:16,4392,YV4392
HLZ,FUL,KL,E170,2025-04-01T11:58:18,2025-04-01T23:56:36,2570,KL2570
HLZ,ZLT,CM,764,2025-04-04T17:41:55,2025-04-05T11:23:50,9235,CM9235
HLZ,LVS,SQ,MD83,2025-04-04T13:08:08,2025-04-05T02:16:16,3167,SQ3167
HLZ,TEF,5X,B712,2025-04-02T06:04:53,2025-04-02T12:09:46,2353,5X2353
HLZ,PEW,KZ,A310,2025-04-07T15:09:31,2025-04-08T06:19:02,4927,KZ4927
HLZ,QGU,AC,E170,2025-04-06T10:17:38,2025-04-06T20:35:16,9451,AC9451
HLZ,APL,US,EMB,2025-04-06T14:15:46,2025-04-07T04:31:32,5852,US5852
HLZ,JTY,NK,A318,2025-04-07T19:37:51,2025-04-08T15:15:42,4753,NK4753
HLZ,OGD,5Y,B753,2025-04-02T13:01:53,2025-04-03T02:03:46,8608,5Y8608
HLZ,NIT,XJ,A340,2025-04-05T21:36:17,2025-04-06T19:12:34,2580,XJ2580
AOG,PEW,CK,MD11,2025-04-07T05:08:45,2025-04-07T10:17:30,8213,CK8213
AOG,JMK,BF,MD-80,2025-04-07T09:00:09,2025-04-07T18:00:18,4541,BF4541
AOG,WLK,TK,A359,2025-04-05T06:03:28,2025-04-05T12:06:56,1864,TK1864
AOG,LDX,LH,B789,2025-04-05T16:50:47,2025-04-06T09:41:34,6588,LH6588
AOG,MTC,AI,M90,2025-04-02T11:46:03,2025-04-02T23:32:06,5641,AI5641
AOG,MTC,bxr,B789,2025-04-07T11:46:03,2025-04-07T23:32:06,1403,bxr1403
AOG,TNA,EI,MD-87,2025-04-02T00:46:15,2025-04-02T01:32:30,9327,EI9327
AOG,NSK,WN,B734,2025-04-01T04:15:41,2025-04-01T08:31:22,3804,WN3804
AOG,YQN,EK,B788,2025-04-05T10:45:15,2025-04-05T21:30:30,6988,EK6988
AOG,SEN,LX,B735,2025-04-07T09:25:29,2025-04-07T18:50:58,9362,LX9362
AOG,VTN,FJ,B764,2025-04-05T11:02:23,2025-04-05T22:04:46,9193,FJ9193
AOG,CAP,NH,B736,2025-04-06T14:51:24,2025-04-07T05:42:48,3699,NH3699
AOG,SFK,NW,B762,2025-04-03T17:32:39,2025-04-04T11:05:18,1167,NW1167
AOG,YYB,YV,B742,2025-04-02T11:24:39,2025-04-02T22:49:18,1179,YV1179
RNA,FUL,CV,E170,2025-04-04T11:02:19,2025-04-04T22:04:38,5758,CV5758
RNA,ILY,NW,737,2025-04-02T16:50:15,2025-04-03T09:40:30,3079,NW3079
RNA,PKN,LP,PA-31,2025-04-02T06:22:33,2025-04-02T12:45:06,4729,LP4729
RNA,TJG,AF,IL-96,2025-04-03T05:55:16,2025-04-03T11:50:32,6544,AF6544
RNA,AOG,CI,IL-62,2025-04-03T07:53:04,2025-04-03T15:46:08,4556,CI4556
RNA,EMT,AC,M90,2025-04-05T11:02:22,2025-04-05T22:04:44,8021,AC8021
RNA,KLN,SE,B752,2025-04-06T09:38:59,2025-04-06T19:17:58,1128,SE1128
RNA,YOG,CI,B742,2025-04-03T14:04:22,2025-04-04T04:08:44,7654,CI7654
RNA,OWB,DL,CRJ7,2025-04-01T14:12:40,2025-04-02T04:25:20,5042,DL5042
RNA,APT,FX,M90,2025-04-05T14:24:00,2025-04-06T04:48:00,1420,FX1420
RNA,LIL,4O,777,2025-04-03T17:09:04,2025-04-04T10:18:08,7745,4O7745
RNA,SEN,KZ,MD11,2025-04-01T17:07:50,2025-04-02T10:15:40,8154,KZ8154
RNA,CBU,QK,A124,2025-04-02T16:28:08,2025-04-03T08:56:16,4136,QK4136
YOG,HKT,KZ,MD11,2025-04-04T15:10:40,2025-04-05T06:21:20,9032,KZ9032
YOG,QLT,WS,DC10,2025-04-07T08:00:02,2025-04-07T16:00:04,2764,WS2764
YOG,VAG,EI,B739,2025-04-01T10:16:42,2025-04-01T20:33:24,8816,EI8816
YOG,FUL,BF,A343,2025-04-06T03:40:48,2025-04-06T07:21:36,5395,BF5395
YOG,SDR,TZ,PA-31,2025-04-07T06:42:07,2025-04-07T13:24:14,5229,TZ5229
YOG,PRZ,QX,A321,2025-04-03T03:04:13,2025-04-03T06:08:26,4327,QX4327
YOG,PFJ,NZ,B742,2025-04-03T04:13:16,2025-04-03T08:26:32,8577,NZ8577
YOG,TDJ,CV,A310,2025-04-01T12:58:54,2025-04-02T01:57:48,4604,CV4604
YOG,STT,9S,A380,2025-04-07T04:41:52,2025-04-07T09:23:44,5194,9S5194
YOG,GZW,XJ,CRJ7,2025-04-02T10:37:02,2025-04-02T21:14:04,4258,XJ4258
YOG,YZX,5Y,A333,2025-04-02T01:56:42,2025-04-02T03:53:24,9818,5Y9818
YOG,DWC,US,747,2025-04-05T12:09:07,2025-04-06T00:18:14,2296,US2296
YOG,SAY,CK,B737,2025-04-06T07:44:16,2025-04-06T15:28:32,2394,CK2394
NKC,TKG,HX,E170,2025-04-04T15:18:41,2025-04-05T06:37:22,6166,HX6166
NKC,HXD,UA,DC-8,2025-04-07T12:09:47,2025-04-08T00:19:34,9870,UA9870
NKC,NSK,CP,MD90,2025-04-05T09:47:26,2025-04-05T19:34:52,6775,CP6775
NKC,SFK,EZ,757,2025-04-04T04:42:10,2025-04-04T09:24:20,2986,EZ2986
NKC,LVP,BR,B737,2025-04-07T08:04:01,2025-04-07T16:08:02,5765,BR5765
NKC,YQN,AC,M90,2025-04-01T08:03:28,2025-04-01T16:06:56,8703,AC8703
NKC,AFS,EY,EMB,2025-04-02T08:56:31,2025-04-02T17:53:02,5584,EY5584
NKC,IPL,MU,B744,2025-04-07T11:06:10,2025-04-07T22:12:20,2015,MU2015
NKC,CEM,FJ,B-99,2025-04-01T11:04:57,2025-04-01T22:09:54,5522,FJ5522
NKC,GLW,5Y,A346,2025-04-05T08:00:14,2025-04-05T16:00:28,7784,5Y7784
NKC,TLD,AA,A346,2025-04-06T07:33:56,2025-04-06T15:07:52,1087,AA1087
ALM,WBW,OZ,A319,2025-04-05T03:12:06,2025-04-05T06:24:12,3455,OZ3455
ALM,FUL,EY,M90,2025-04-04T01:16:16,2025-04-04T02:32:32,5238,EY5238
